Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,Source
1437-06-09,Raith Rvs,Hibernian,2.0,1.0,H,European_SC1
1437-06-09,Brechin,Albion Rvs,2.0,1.0,H,European_SC2
1437-06-09,Cowdenbeath,Dunfermline,0.0,1.0,A,European_SC2
1437-06-09,Forfar,Ayr,3.0,1.0,H,European_SC2
1437-06-09,Peterhead,Airdrie Utd,1.0,0.0,H,European_SC2
1437-06-09,Stranraer,Stenhousemuir,3.0,1.0,H,European_SC2
1437-06-09,Annan Athletic,Berwick,1.0,0.0,H,European_SC3
1437-06-09,East Stirling,Clyde,2.0,4.0,A,European_SC3
1437-06-09,Elgin,Montrose,1.0,1.0,D,European_SC3
1437-06-09,Queens Park,Arbroath,2.0,1.0,H,European_SC3
1437-06-09,Stirling,East Fife,0.0,6.0,A,European_SC3
1437-06-09,Betis,Malaga,0.0,1.0,A,European_SP1
1437-06-09,Granada,Vallecano,2.0,2.0,D,European_SP1
1437-06-09,La Coruna,Levante,2.0,1.0,H,European_SP1
1437-06-09,Sociedad,Las Palmas,0.0,1.0,A,European_SP1
1437-06-09,Sp Gijon,Ath Madrid,2.0,1.0,H,European_SP1
1437-06-09,Alaves,Lugo,0.0,0.0,D,European_SP2
1437-06-09,Albacete,Osasuna,3.0,1.0,H,European_SP2
1437-06-09,Alcorcon,Oviedo,1.0,0.0,H,European_SP2
1437-06-09,Elche,Almeria,0.0,0.0,D,European_SP2
1437-06-09,Valladolid,Llagostera,3.0,0.0,H,European_SP2
1437-06-09,Besiktas,Antalyaspor,1.0,0.0,H,European_T1
1437-06-09,Osmanlispor,Genclerbirligi,3.0,1.0,H,European_T1
1437-06-09,Trabzonspor,Sivasspor,1.0,0.0,H,European_T1
1437-06-09,Osmanlispor FK,Genclerbirligi,3,1,H,Turkish_League_Hijri
1437-06-09,Trabzonspor,Sivasspor,1,0,H,Turkish_League_Hijri
1437-06-09,Besiktas,Antalyaspor,1,0,H,Turkish_League_Hijri
1437-06-10,Augsburg,Dortmund,1.0,3.0,A,European_D1
1437-06-10,Stuttgart,Leverkusen,0.0,2.0,A,European_D1
1437-06-10,Bochum,Greuther Furth,2.0,2.0,D,European_D2
1437-06-10,Munich 1860,Bielefeld,1.0,1.0,D,European_D2
1437-06-10,Nurnberg,RB Leipzig,3.0,1.0,H,European_D2
1437-06-10,Man City,Man United,0.0,1.0,A,European_E0
1437-06-10,Newcastle,Sunderland,1.0,1.0,D,European_E0
1437-06-10,Southampton,Liverpool,3.0,2.0,H,European_E0
1437-06-10,Tottenham,Bournemouth,3.0,0.0,H,European_E0
1437-06-10,Bordeaux,Bastia,1.0,1.0,D,European_F1
1437-06-10,Nice,Ajaccio GFCO,3.0,0.0,H,European_F1
1437-06-10,Paris SG,Monaco,0.0,2.0,A,European_F1
1437-06-10,Asteras Tripolis,Olympiakos,1.0,2.0,A,European_G1
1437-06-10,Panetolikos,AEK,1.0,0.0,H,European_G1
1437-06-10,Panthrakikos,Atromitos,0.0,1.0,A,European_G1
1437-06-10,PAOK,Kallonis,3.0,0.0,H,European_G1
1437-06-10,Atalanta,Bologna,2.0,0.0,H,European_I1
1437-06-10,Frosinone,Fiorentina,0.0,0.0,D,European_I1
1437-06-10,Milan,Lazio,1.0,1.0,D,European_I1
1437-06-10,Napoli,Genoa,3.0,1.0,H,European_I1
1437-06-10,Sampdoria,Chievo,0.0,1.0,A,European_I1
1437-06-10,Sassuolo,Udinese,1.0,1.0,D,European_I1
1437-06-10,Torino,Juventus,1.0,4.0,A,European_I1
1437-06-10,Verona,Carpi,1.0,2.0,A,European_I1
1437-06-10,Crotone,Pescara,4.0,2.0,H,European_I2
1437-06-10,Den Haag,Nijmegen,1.0,0.0,H,European_N1
1437-06-10,Groningen,Vitesse,0.0,3.0,A,European_N1
1437-06-10,PSV Eindhoven,Ajax,0.0,2.0,A,European_N1
1437-06-10,Twente,AZ Alkmaar,2.0,2.0,D,European_N1
1437-06-10,Academica,Estoril,0.0,3.0,A,European_P1
1437-06-10,Boavista,Benfica,0.0,1.0,A,European_P1
1437-06-10,Nacional,Guimaraes,3.0,2.0,H,European_P1
1437-06-10,Pacos Ferreira,Moreirense,0.0,0.0,D,European_P1
1437-06-10,Sp Braga,Uniao Madeira,2.0,0.0,H,European_P1
1437-06-10,Tondela,Belenenses,2.0,2.0,D,European_P1
1437-06-10,Dundee United,Dundee,2.0,2.0,D,European_SC0
1437-06-10,Espanol,Ath Bilbao,2.0,1.0,H,European_SP1
1437-06-10,Real Madrid,Sevilla,4.0,0.0,H,European_SP1
1437-06-10,Valencia,Celta,0.0,2.0,A,European_SP1
1437-06-10,Villarreal,Barcelona,2.0,2.0,D,European_SP1
1437-06-10,Ath Bilbao B,Gimnastic,0.0,4.0,A,European_SP2
1437-06-10,Girona,Leganes,1.0,1.0,D,European_SP2
1437-06-10,Mallorca,Mirandes,1.0,1.0,D,European_SP2
1437-06-10,Numancia,Cordoba,1.0,1.0,D,European_SP2
1437-06-10,Ponferradina,Huesca,2.0,1.0,H,European_SP2
1437-06-10,Tenerife,Zaragoza,0.0,0.0,D,European_SP2
1437-06-10,Bursaspor,Kasimpasa,4.0,1.0,H,European_T1
1437-06-10,Konyaspor,Buyuksehyr,1.0,1.0,D,European_T1
1437-06-10,Mersin Idman Yurdu,Gaziantepspor,0.0,0.0,D,European_T1
1437-06-10,Konyaspor,Basaksehir FK,1,1,D,Turkish_League_Hijri
1437-06-10,Mersin Idmanyurdu,Gaziantepspor,0,0,D,Turkish_League_Hijri
1437-06-10,Bursaspor,Kasimpasa,4,1,H,Turkish_League_Hijri
1437-06-11,Freiburg,Karlsruhe,1.0,0.0,H,European_D2
1437-06-11,Clermont,Red Star,0.0,2.0,A,European_F2
1437-06-11,Giannina,Panionios,1.0,1.0,D,European_G1
1437-06-11,Avellino,Ternana,0.0,2.0,A,European_I2
1437-06-12,St Mirren,Raith Rvs,1.0,2.0,A,European_SC1
1437-06-12,Clyde,Annan Athletic,2.0,1.0,H,European_SC3
1437-06-15,Barnsley,Scunthorpe,0.0,0.0,D,European_E2
1437-06-15,Blackpool,Bury,1.0,1.0,D,European_E2
1437-06-15,Colchester,Doncaster,4.0,1.0,H,European_E2
1437-06-15,Peterboro,Coventry,3.0,1.0,H,European_E2
1437-06-15,Rochdale,Southend,4.0,1.0,H,European_E2
1437-06-15,Sheffield United,Crewe,3.0,2.0,H,European_E2
1437-06-15,Shrewsbury,Port Vale,1.0,1.0,D,European_E2
1437-06-15,Swindon,Wigan,1.0,4.0,A,European_E2
1437-06-15,Accrington,Leyton Orient,1.0,0.0,H,European_E3
1437-06-15,Bristol Rvs,Cambridge,3.0,0.0,H,European_E3
1437-06-15,Exeter,Barnet,1.0,1.0,D,European_E3
1437-06-15,Hartlepool,AFC Wimbledon,1.0,0.0,H,European_E3
1437-06-15,Morecambe,Plymouth,0.0,2.0,A,European_E3
1437-06-15,Northampton,Newport County,1.0,0.0,H,European_E3
1437-06-15,Oxford,Stevenage,1.0,1.0,D,European_E3
1437-06-15,Portsmouth,Notts County,4.0,0.0,H,European_E3
1437-06-15,Wycombe,Mansfield,1.0,0.0,H,European_E3
1437-06-15,Yeovil,Carlisle,0.0,0.0,D,European_E3
1437-06-15,York,Crawley Town,2.0,2.0,D,European_E3
1437-06-15,Braintree Town,Bromley,1.0,0.0,H,European_EC
1437-06-15,Cheltenham,Boreham Wood,4.0,1.0,H,European_EC
1437-06-15,Eastleigh,Welling United,0.0,0.0,D,European_EC
1437-06-15,Forest Green,Aldershot,0.0,0.0,D,European_EC
1437-06-15,Gateshead,Macclesfield,0.0,3.0,A,European_EC
1437-06-15,Tranmere,Lincoln,3.0,2.0,H,European_EC
1437-06-16,Bradford,Millwall,1.0,0.0,H,European_E2
1437-06-16,Burton,Oldham,0.0,0.0,D,European_E2
1437-06-16,Chesterfield,Fleetwood Town,0.0,0.0,D,European_E2
1437-06-16,Chester,Barrow,1.0,2.0,A,European_EC
1437-06-16,Dover Athletic,Torquay,5.0,0.0,H,European_EC
1437-06-16,Grimsby,Wrexham,1.0,0.0,H,European_EC
1437-06-16,Halifax,Altrincham,1.0,0.0,H,European_EC
1437-06-16,Southport,Guiseley,2.0,0.0,H,European_EC
1437-06-16,Woking,Kidderminster,1.0,1.0,D,European_EC
1437-06-16,Ascoli,Vicenza,1.0,2.0,A,European_I2
1437-06-16,Avellino,Crotone,0.0,0.0,D,European_I2
1437-06-16,Brescia,Novara,0.0,0.0,D,European_I2
1437-06-16,Cesena,Latina,3.0,0.0,H,European_I2
1437-06-16,Como,Virtus Entella,1.0,1.0,D,European_I2
1437-06-16,Livorno,Pro Vercelli,0.0,1.0,A,European_I2
1437-06-16,Modena,Cagliari,1.0,2.0,A,European_I2
1437-06-16,Salernitana,Bari,3.0,4.0,A,European_I2
1437-06-16,Spezia,Trapani,1.0,2.0,A,European_I2
1437-06-16,Ternana,Pescara,1.0,0.0,H,European_I2
1437-06-16,Virtus Lanciano,Perugia,0.0,1.0,A,European_I2
1437-06-16,Alloa,St Mirren,0.0,1.0,A,European_SC1
1437-06-16,Falkirk,Livingston,1.0,2.0,A,European_SC1
1437-06-16,Morton,Raith Rvs,0.0,1.0,A,European_SC1
1437-06-16,Rangers,Queen of Sth,4.0,3.0,H,European_SC1
1437-06-16,Airdrie Utd,Albion Rvs,1.0,1.0,D,European_SC2
1437-06-16,Ayr,Stranraer,2.0,1.0,H,European_SC2
1437-06-16,Dunfermline,Brechin,3.0,1.0,H,European_SC2
1437-06-16,Peterhead,Cowdenbeath,0.0,1.0,A,European_SC2
1437-06-16,Stenhousemuir,Forfar,2.0,1.0,H,European_SC2
1437-06-16,Berwick,Elgin,2.0,0.0,H,European_SC3
1437-06-16,Clyde,Arbroath,1.0,2.0,A,European_SC3
1437-06-16,East Fife,Queens Park,1.0,1.0,D,European_SC3
1437-06-16,Montrose,Annan Athletic,0.0,5.0,A,European_SC3
1437-06-16,Stirling,East Stirling,3.0,0.0,H,European_SC3
1437-06-16,Gimnastic,Numancia,1.0,0.0,H,European_SP2
1437-06-16,Huesca,Ath Bilbao B,1.0,2.0,A,European_SP2
1437-06-16,Leganes,Elche,0.0,0.0,D,European_SP2
1437-06-16,Osasuna,Tenerife,0.0,0.0,D,European_SP2
1437-06-16,Oviedo,Ponferradina,3.0,0.0,H,European_SP2
1437-06-17,Almeria,Mallorca,1.0,1.0,D,European_SP2
1437-06-17,Cordoba,Alaves,1.0,2.0,A,European_SP2
1437-06-17,Llagostera,Alcorcon,4.0,0.0,H,European_SP2
1437-06-17,Lugo,Albacete,2.0,1.0,H,European_SP2
1437-06-17,Mirandes,Valladolid,4.0,1.0,H,European_SP2
1437-06-17,Zaragoza,Girona,0.0,3.0,A,European_SP2
1437-06-18,Bury,Gillingham,0.0,1.0,A,European_E2
1437-06-18,Crewe,Bradford,0.0,1.0,A,European_E2
1437-06-18,Doncaster,Blackpool,0.0,1.0,A,European_E2
1437-06-18,Millwall,Burton,2.0,0.0,H,European_E2
1437-06-18,Oldham,Chesterfield,1.0,0.0,H,European_E2
1437-06-18,Port Vale,Barnsley,0.0,1.0,A,European_E2
1437-06-18,Scunthorpe,Swindon,6.0,0.0,H,European_E2
1437-06-18,Wigan,Rochdale,1.0,0.0,H,European_E2
1437-06-18,Barnet,Luton,2.0,1.0,H,European_E3
1437-06-18,Cambridge,Oxford,0.0,0.0,D,European_E3
1437-06-18,Carlisle,Bristol Rvs,3.0,2.0,H,European_E3
1437-06-18,Crawley Town,Exeter,0.0,2.0,A,European_E3
1437-06-18,Leyton Orient,Hartlepool,0.0,2.0,A,European_E3
1437-06-18,Mansfield,Northampton,2.0,2.0,D,European_E3
1437-06-18,Newport County,Accrington,0.0,2.0,A,European_E3
1437-06-18,Notts County,Wycombe,0.0,0.0,D,European_E3
1437-06-18,Plymouth,York,3.0,2.0,H,European_E3
1437-06-18,Aldershot,Braintree Town,2.0,1.0,H,European_EC
1437-06-18,Altrincham,Southport,1.0,1.0,D,European_EC
1437-06-18,Barrow,Halifax,4.0,1.0,H,European_EC
1437-06-18,Boreham Wood,Dover Athletic,3.0,0.0,H,European_EC
1437-06-18,Bromley,Forest Green,2.0,2.0,D,European_EC
1437-06-18,Guiseley,Chester,3.0,3.0,D,European_EC
1437-06-18,Kidderminster,Tranmere,0.0,2.0,A,European_EC
1437-06-18,Lincoln,Gateshead,1.0,1.0,D,European_EC
1437-06-18,Macclesfield,Grimsby,2.0,1.0,H,European_EC
1437-06-18,Torquay,Eastleigh,0.0,1.0,A,European_EC
1437-06-18,Welling United,Woking,2.0,1.0,H,European_EC
1437-06-18,Wrexham,Cheltenham,2.0,1.0,H,European_EC
1437-06-19,Coventry,Colchester,0.0,1.0,A,European_E2
1437-06-20,Southend,Sheffield United,3.0,1.0,H,European_E2
1437-06-22,Leverkusen,Wolfsburg,3.0,0.0,H,European_D1
1437-06-22,Braunschweig,Paderborn,2.0,1.0,H,European_D2
1437-06-22,Duisburg,Heidenheim,0.0,2.0,A,European_D2
1437-06-22,St Pauli,Union Berlin,0.0,0.0,D,European_D2
1437-06-22,QPR,Middlesbrough,2.0,3.0,A,European_E1
1437-06-22,Cheltenham,Grimsby,3.0,1.0,H,European_EC
1437-06-22,Monaco,Bordeaux,1.0,2.0,A,European_F1
1437-06-22,Bourg Peronnas,Ajaccio,3.0,0.0,H,European_F2
1437-06-22,Creteil,Clermont,0.0,3.0,A,European_F2
1437-06-22,Le Havre,Laval,2.0,0.0,H,European_F2
1437-06-22,Lens,Auxerre,3.0,0.0,H,European_F2
1437-06-22,Metz,Niort,2.0,0.0,H,European_F2
1437-06-22,Sochaux,Nimes,0.0,0.0,D,European_F2
1437-06-22,Tours,Brest,2.0,1.0,H,European_F2
1437-06-22,Valenciennes,Evian Thonon Gaillard,1.0,0.0,H,European_F2
1437-06-22,Crotone,Virtus Lanciano,1.0,0.0,H,European_I2
1437-06-22,Benfica,Sp Braga,5.0,1.0,H,European_P1
1437-06-22,Vallecano,Getafe,2.0,0.0,H,European_SP1
1437-06-23,Bayern Munich,Ein Frankfurt,1.0,0.0,H,European_D1
1437-06-23,Darmstadt,Stuttgart,2.0,2.0,D,European_D1
1437-06-23,Dortmund,Werder Bremen,3.0,2.0,H,European_D1
1437-06-23,Hannover,Hamburg,0.0,3.0,A,European_D1
1437-06-23,Ingolstadt,Schalke 04,3.0,0.0,H,European_D1
1437-06-23,Mainz,Augsburg,4.0,2.0,H,European_D1
1437-06-23,Bielefeld,Fortuna Dusseldorf,0.0,0.0,D,European_D2
1437-06-23,RB Leipzig,Bochum,3.0,1.0,H,European_D2
1437-06-23,Arsenal,Watford,4.0,0.0,H,European_E0
1437-06-23,Aston Villa,Chelsea,0.0,4.0,A,European_E0
1437-06-23,Bournemouth,Man City,0.0,4.0,A,European_E0
1437-06-23,Liverpool,Tottenham,1.0,1.0,D,European_E0
1437-06-23,Norwich,Newcastle,3.0,2.0,H,European_E0
1437-06-23,Stoke,Swansea,2.0,2.0,D,European_E0
1437-06-23,Sunderland,West Brom,0.0,0.0,D,European_E0
1437-06-23,West Ham,Crystal Palace,2.0,2.0,D,European_E0
1437-06-23,Blackburn,Preston,1.0,2.0,A,European_E1
1437-06-23,Bolton,Reading,0.0,1.0,A,European_E1
1437-06-23,Brighton,Burnley,2.0,2.0,D,European_E1
1437-06-23,Cardiff,Derby,2.0,1.0,H,European_E1
1437-06-23,Charlton,Birmingham,2.0,1.0,H,European_E1
1437-06-23,Fulham,Milton Keynes Dons,2.0,1.0,H,European_E1
1437-06-23,Huddersfield,Sheffield Weds,0.0,1.0,A,European_E1
1437-06-23,Hull,Bristol City,4.0,0.0,H,European_E1
1437-06-23,Nott'm Forest,Brentford,0.0,3.0,A,European_E1
1437-06-23,Rotherham,Leeds,2.0,1.0,H,European_E1
1437-06-23,Wolves,Ipswich,0.0,0.0,D,European_E1
1437-06-23,Blackpool,Southend,2.0,0.0,H,European_E2
1437-06-23,Bradford,Scunthorpe,1.0,0.0,H,European_E2
1437-06-23,Burton,Bury,1.0,1.0,D,European_E2
1437-06-23,Chesterfield,Port Vale,4.0,2.0,H,European_E2
1437-06-23,Colchester,Millwall,0.0,0.0,D,European_E2
1437-06-23,Gillingham,Coventry,0.0,0.0,D,European_E2
1437-06-23,Peterboro,Crewe,3.0,0.0,H,European_E2
1437-06-23,Rochdale,Doncaster,2.0,2.0,D,European_E2
1437-06-23,Sheffield United,Walsall,2.0,0.0,H,European_E2
1437-06-23,Shrewsbury,Wigan,1.0,5.0,A,European_E2
1437-06-23,Swindon,Fleetwood Town,1.0,1.0,D,European_E2
1437-06-23,Accrington,Cambridge,1.0,1.0,D,European_E3
1437-06-23,Bristol Rvs,Crawley Town,3.0,0.0,H,European_E3
1437-06-23,Exeter,Plymouth,2.0,1.0,H,European_E3
1437-06-23,Hartlepool,Mansfield,2.0,1.0,H,European_E3
1437-06-23,Luton,Stevenage,0.0,1.0,A,European_E3
1437-06-23,Morecambe,Barnet,4.0,2.0,H,European_E3
1437-06-23,Northampton,Notts County,2.0,2.0,D,European_E3
1437-06-23,Portsmouth,Carlisle,1.0,0.0,H,European_E3
1437-06-23,Wycombe,AFC Wimbledon,1.0,2.0,A,European_E3
1437-06-23,Yeovil,Newport County,1.0,0.0,H,European_E3
1437-06-23,York,Leyton Orient,1.0,1.0,D,European_E3
1437-06-23,Aldershot,Barrow,0.0,1.0,A,European_EC
1437-06-23,Bromley,Lincoln,2.0,0.0,H,European_EC
1437-06-23,Chester,Boreham Wood,2.0,2.0,D,European_EC
1437-06-23,Dover Athletic,Halifax,1.0,0.0,H,European_EC
1437-06-23,Eastleigh,Guiseley,1.0,1.0,D,European_EC
1437-06-23,Forest Green,Wrexham,0.0,0.0,D,European_EC
1437-06-23,Gateshead,Torquay,1.0,2.0,A,European_EC
1437-06-23,Kidderminster,Altrincham,1.0,1.0,D,European_EC
1437-06-23,Macclesfield,Braintree Town,3.0,1.0,H,European_EC
1437-06-23,Southport,Woking,2.0,2.0,D,European_EC
1437-06-23,Tranmere,Welling United,1.0,2.0,A,European_EC
1437-06-23,Ajaccio GFCO,St Etienne,0.0,2.0,A,European_F1
1437-06-23,Guingamp,Montpellier,2.0,2.0,D,European_F1
1437-06-23,Paris SG,Nice,4.0,1.0,H,European_F1
1437-06-23,Rennes,Reims,3.0,1.0,H,European_F1
1437-06-23,Toulouse,Caen,2.0,0.0,H,European_F1
1437-06-23,Troyes,Angers,0.0,1.0,A,European_F1
1437-06-23,Dijon,Nancy,0.0,0.0,D,European_F2
1437-06-23,Carpi,Sassuolo,1.0,3.0,A,European_I1
1437-06-23,Juventus,Empoli,1.0,0.0,H,European_I1
1437-06-23,Cagliari,Spezia,1.0,2.0,A,European_I2
1437-06-23,Latina,Avellino,3.0,0.0,H,European_I2
1437-06-23,Perugia,Ascoli,0.0,2.0,A,European_I2
1437-06-23,Pescara,Como,2.0,1.0,H,European_I2
1437-06-23,Pro Vercelli,Modena,1.0,1.0,D,European_I2
1437-06-23,Trapani,Brescia,3.0,0.0,H,European_I2
1437-06-23,Vicenza,Livorno,2.0,0.0,H,European_I2
1437-06-23,Virtus Entella,Ternana,2.0,2.0,D,European_I2
1437-06-23,AZ Alkmaar,PSV Eindhoven,2.0,4.0,A,European_N1
1437-06-23,Feyenoord,Excelsior,3.0,0.0,H,European_N1
1437-06-23,Graafschap,Cambuur,2.0,2.0,D,European_N1
1437-06-23,Heracles,Utrecht,1.0,1.0,D,European_N1
1437-06-23,Willem II,Twente,2.0,3.0,A,European_N1
1437-06-23,Arouca,Academica,3.0,2.0,H,European_P1
1437-06-23,Guimaraes,Boavista,1.0,1.0,D,European_P1
1437-06-23,Maritimo,Nacional,2.0,0.0,H,European_P1
1437-06-23,Celtic,Hearts,3.0,1.0,H,European_SC0
1437-06-23,Dundee,Ross County,5.0,2.0,H,European_SC0
1437-06-23,Inverness C,Motherwell,1.0,2.0,A,European_SC0
1437-06-23,Partick,Kilmarnock,0.0,0.0,D,European_SC0
1437-06-23,St Johnstone,Dundee United,0.0,1.0,A,European_SC0
1437-06-23,Dumbarton,Morton,0.0,0.0,D,European_SC1
1437-06-23,Livingston,Alloa,0.0,0.0,D,European_SC1
1437-06-23,Queen of Sth,Falkirk,2.0,2.0,D,European_SC1
1437-06-23,Raith Rvs,Rangers,3.0,3.0,D,European_SC1
1437-06-23,St Mirren,Hibernian,2.0,2.0,D,European_SC1
1437-06-23,Albion Rvs,Dunfermline,0.0,1.0,A,European_SC2
1437-06-23,Brechin,Stenhousemuir,1.0,0.0,H,European_SC2
1437-06-23,Cowdenbeath,Ayr,1.0,0.0,H,European_SC2
1437-06-23,Forfar,Peterhead,2.0,0.0,H,European_SC2
1437-06-23,Stranraer,Airdrie Utd,4.0,0.0,H,European_SC2
1437-06-23,Arbroath,East Fife,0.0,1.0,A,European_SC3
1437-06-23,Clyde,Montrose,3.0,3.0,D,European_SC3
1437-06-23,East Stirling,Berwick,0.0,0.0,D,European_SC3
1437-06-23,Elgin,Annan Athletic,2.0,2.0,D,European_SC3
1437-06-23,Queens Park,Stirling,1.0,1.0,D,European_SC3
1437-06-23,Ath Madrid,Betis,5.0,1.0,H,European_SP1
1437-06-23,Barcelona,Real Madrid,1.0,2.0,A,European_SP1
1437-06-23,Celta,La Coruna,1.0,1.0,D,European_SP1
1437-06-23,Las Palmas,Valencia,2.0,1.0,H,European_SP1
1437-06-23,Alcorcon,Mirandes,1.0,0.0,H,European_SP2
1437-06-23,Elche,Zaragoza,2.0,1.0,H,European_SP2
1437-06-23,Mallorca,Leganes,3.0,0.0,H,European_SP2
1437-06-23,Ponferradina,Llagostera,1.0,0.0,H,European_SP2
1437-06-23,Eskisehirspor,Galatasaray,4.0,3.0,H,European_T1
1437-06-23,Gaziantepspor,Trabzonspor,0.0,1.0,A,European_T1
1437-06-23,Genclerbirligi,Konyaspor,0.0,1.0,A,European_T1
1437-06-23,Eskisehirspor,Galatasaray,4,3,H,Turkish_League_Hijri
1437-06-23,Gaziantepspor,Trabzonspor,0,1,A,Turkish_League_Hijri
1437-06-23,Genclerbirligi,Konyaspor,0,1,A,Turkish_League_Hijri
1437-06-24,Hoffenheim,FC Koln,1.0,1.0,D,European_D1
1437-06-24,M'gladbach,Hertha,5.0,0.0,H,European_D1
1437-06-24,Frankfurt FSV,Nurnberg,0.0,3.0,A,European_D2
1437-06-24,Kaiserslautern,Sandhausen,2.0,0.0,H,European_D2
1437-06-24,Karlsruhe,Munich 1860,3.0,1.0,H,European_D2
1437-06-24,Leicester,Southampton,1.0,0.0,H,European_E0
1437-06-24,Man United,Everton,1.0,0.0,H,European_E0
1437-06-24,Bastia,Marseille,2.0,1.0,H,European_F1
1437-06-24,Lorient,Lyon,1.0,3.0,A,European_F1
1437-06-24,Nantes,Lille,0.0,3.0,A,European_F1
1437-06-24,Atromitos,Panetolikos,1.0,0.0,H,European_G1
1437-06-24,Iraklis,Asteras Tripolis,0.0,1.0,A,European_G1
1437-06-24,Kallonis,AEK,0.0,0.0,D,European_G1
1437-06-24,Levadeiakos,Giannina,1.0,1.0,D,European_G1
1437-06-24,Olympiakos,Panthrakikos,4.0,0.0,H,European_G1
1437-06-24,Panathinaikos,Veria,3.0,2.0,H,European_G1
1437-06-24,Panionios,PAOK,3.0,1.0,H,European_G1
1437-06-24,Platanias,Xanthi,3.0,1.0,H,European_G1
1437-06-24,Atalanta,Milan,2.0,1.0,H,European_I1
1437-06-24,Chievo,Palermo,3.0,1.0,H,European_I1
1437-06-24,Fiorentina,Sampdoria,1.0,1.0,D,European_I1
1437-06-24,Genoa,Frosinone,4.0,0.0,H,European_I1
1437-06-24,Inter,Torino,1.0,2.0,A,European_I1
1437-06-24,Lazio,Roma,1.0,4.0,A,European_I1
1437-06-24,Udinese,Napoli,3.0,1.0,H,European_I1
1437-06-24,Novara,Salernitana,1.0,1.0,D,European_I2
1437-06-24,Ajax,Zwolle,3.0,0.0,H,European_N1
1437-06-24,Den Haag,Groningen,0.0,1.0,A,European_N1
1437-06-24,Nijmegen,Vitesse,2.0,1.0,H,European_N1
1437-06-24,Roda,Heerenveen,1.0,2.0,A,European_N1
1437-06-24,Estoril,Pacos Ferreira,1.0,0.0,H,European_P1
1437-06-24,Moreirense,Rio Ave,0.0,1.0,A,European_P1
1437-06-24,Uniao Madeira,Setubal,2.0,2.0,D,European_P1
1437-06-24,Aberdeen,Hamilton,3.0,0.0,H,European_SC0
1437-06-24,Ath Bilbao,Granada,1.0,1.0,D,European_SP1
1437-06-24,Eibar,Villarreal,1.0,2.0,A,European_SP1
1437-06-24,Malaga,Espanol,1.0,1.0,D,European_SP1
1437-06-24,Sevilla,Sociedad,1.0,2.0,A,European_SP1
1437-06-24,Albacete,Alaves,0.0,1.0,A,European_SP2
1437-06-24,Gimnastic,Cordoba,4.0,4.0,D,European_SP2
1437-06-24,Girona,Osasuna,0.0,0.0,D,European_SP2
1437-06-24,Numancia,Huesca,3.0,2.0,H,European_SP2
1437-06-24,Tenerife,Lugo,1.0,0.0,H,European_SP2
1437-06-24,Valladolid,Almeria,1.0,1.0,D,European_SP2
1437-06-24,Antalyaspor,Akhisar Belediyespor,2.0,2.0,D,European_T1
1437-06-24,Buyuksehyr,Mersin Idman Yurdu,3.0,0.0,H,European_T1
1437-06-24,Fenerbahce,Osmanlispor,0.0,0.0,D,European_T1
1437-06-24,Sivasspor,Bursaspor,1.0,2.0,A,European_T1
1437-06-24,Sivasspor,Bursaspor,1,2,A,Turkish_League_Hijri
1437-06-24,Basaksehir FK,Mersin Idmanyurdu,3,0,H,Turkish_League_Hijri
1437-06-24,Antalyaspor,Akhisarspor,2,2,D,Turkish_League_Hijri
1437-06-24,Fenerbahce,Osmanlispor FK,0,0,D,Turkish_League_Hijri
1437-06-25,Greuther Furth,Freiburg,2.0,3.0,A,European_D2
1437-06-25,Red Star,Paris FC,2.0,4.0,A,European_F2
1437-06-25,Bologna,Verona,0.0,1.0,A,European_I1
1437-06-25,Bari,Cesena,0.0,0.0,D,European_I2
1437-06-25,Belenenses,Sp Lisbon,2.0,5.0,A,European_P1
1437-06-25,Porto,Tondela,0.0,1.0,A,European_P1
1437-06-25,Levante,Sp Gijon,0.0,0.0,D,European_SP1
1437-06-25,Ath Bilbao B,Oviedo,2.0,1.0,H,European_SP2
1437-06-25,Kasimpasa,Besiktas,2.0,1.0,H,European_T1
1437-06-25,Rizespor,Kayserispor,0.0,0.0,D,European_T1
1437-06-25,Caykur Rizespor,Kayserispor,0,0,D,Turkish_League_Hijri
1437-06-25,Kasimpasa,Besiktas,2,1,H,Turkish_League_Hijri
1437-06-26,Birmingham,Brighton,1.0,2.0,A,European_E1
1437-06-26,Brentford,Bolton,3.0,1.0,H,European_E1
1437-06-26,Bristol City,Rotherham,1.0,1.0,D,European_E1
1437-06-26,Burnley,Cardiff,0.0,0.0,D,European_E1
1437-06-26,Derby,Hull,4.0,0.0,H,European_E1
1437-06-26,Ipswich,Charlton,0.0,0.0,D,European_E1
1437-06-26,Leeds,QPR,1.0,1.0,D,European_E1
1437-06-26,Middlesbrough,Huddersfield,3.0,0.0,H,European_E1
1437-06-26,Milton Keynes Dons,Wolves,1.0,2.0,A,European_E1
1437-06-26,Preston,Fulham,1.0,2.0,A,European_E1
1437-06-26,Reading,Nott'm Forest,2.0,1.0,H,European_E1
1437-06-26,Sheffield Weds,Blackburn,2.0,1.0,H,European_E1
1437-06-26,Fleetwood Town,Peterboro,2.0,0.0,H,European_E2
1437-06-26,Oldham,Swindon,2.0,0.0,H,European_E2
1437-06-26,Carlisle,Hartlepool,1.0,0.0,H,European_E3
1437-06-26,Dag and Red,Morecambe,2.0,1.0,H,European_E3
